1, 1274143470
2, 1274143489
3, 1274143497
4, 1274143500
5, 1274143519
6, 1274143535
7, 1274143543
8, 1274143551
9, 127414356X
10, 1274143578
11, 1274143586
12, 1274143594
13, 1274143608
14, 1274143616
15, 1274143624
16, 1274143632
17, 1274143640
18, 1274143659
19, 1274143667
20, 1274143675
21, 1274143683
22, 1274143691
23, 1274143713
24, 1274143721
25, 127414373X
26, 1274143748
27, 1274143756
28, 1274143764
29, 1274143772
30, 1274143780
31, 1274143799
32, 1274143802
33, 1274143810
34, 1274143829
35, 1274143837
36, 1274143845
37, 1274143853
38, 1274143861
39, 127414387X
40, 1274143888
41, 1274143896
42, 127414390X
43, 1274143918
44, 1274143926
45, 1274143942
46, 1274143950
47, 1274143969
48, 1274143977
49, 1274143985
50, 1274143993
51, 1274144000
52, 1274144019
53, 1274144027
54, 1274144035
55, 1274144043
56, 1274144051
57, 127414406X
58, 1274144086
59, 1274144094
60, 1274144108
61, 1274144116
62, 1274144124
63, 1274144132
64, 1274144140
65, 1274144159
66, 1274144167
67, 1274144175
68, 1274144183
69, 1274144191
70, 1274144205
71, 1274144213
72, 1274144221
73, 127414423X
74, 1274144248
75, 1274144256
76, 1274144264
77, 1274144280
78, 1274144299
79, 1274144302
80, 1274144310
81, 1274144329
82, 1274144337
83, 1274144345
84, 1274144353
85, 1274144361
86, 127414437X
87, 1274144388
88, 1274144396
89, 127414440X
90, 1274144418
91, 1274144426
92, 1274144442
93, 1274144450
94, 1274144469
95, 1274144477
96, 1274144485
97, 1274144493
98, 1274144507
99, 1274144515
100, 1274144523
101, 1274144531
102, 127414454X
103, 1274144558
104, 1274144566
105, 1274144574
106, 1274144590
107, 1274144604
108, 1274144612
109, 1274144620
110, 1274144639
111, 1274144647
112, 1274144655
113, 1274144663
114, 1274144671
115, 127414468X
116, 1274144698
117, 1274144701
118, 127414471X
119, 1274144728
120, 1274144736
121, 1274144744
122, 1274144752
123, 1274144760
124, 1274144779
125, 1274144795
126, 1274144809
127, 1274144817
128, 1274144825
129, 1274144833
130, 1274144841
131, 127414485X
132, 1274144868
133, 1274144876
134, 1274144884
135, 1274144892
136, 1274144906
137, 1274144930
138, 1274144949
139, 1274144957
140, 1274144965
141, 1274144973
142, 1274144981
143, 127414499X
144, 1274145007
145, 1274145015
146, 1274145023
147, 1274145031
148, 127414504X
149, 1274145058
150, 1274145066
151, 1274145082
152, 1274145090
153, 1274145104
154, 1274145112
155, 1274145120
156, 1274145139
157, 1274145147
158, 1274145155
159, 1274145163
160, 1274145171
161, 127414518X
162, 1274145198
163, 1274145201
164, 127414521X
165, 1274145228
166, 1274145236
167, 1274145252
